Operator,Lessor/Owner,Manager,Lease Type,Aircraft Model,Aircraft Variant,Serial Number,Tail/Registration Number,Status,Role,Operator Country/Territory,Operator Region,Engine Series,Age,Lease From,Lease To,Lease To Derived
Volaris,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6109,XA-VLD,In Service,Passenger,Mexico,Latin America: Central America,V2500,7.583,2014-05-13,,No
Wizz Air,MAPS 2021-1,Merx Aviation Finance,Operating,A320,A320-200,6115,HA-LYD,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.583,2014-06-02,,No
Spring Airlines,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6117,B-1840,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.583,2014-05-16,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6118,PK-GLZ,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.583,2014-06-12,2026-06-12,No
West Air,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A320-200,6120,B-1898,In Service,Passenger,China,Asia: North East Asia,V2500,7.667,2014-07-29,2023-07-23,No
Vueling,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6123,EC-MBS,In Service,Passenger,Spain,Europe: Western Europe,V2500,7.583,2014-06-05,,No
Vueling,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6128,EC-MBT,In Service,Passenger,Spain,Europe: Western Europe,V2500,7.667,2014-06-03,,No
Wizz Air,Accipiter Holdings Ltd,AMCK Aviation,Operating^,A320,A320-200,6131,HA-LYE,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.583,2014-06-10,,No
Jetstar Asia,AWAS,Dubai Aerospace Enterprise Capital,Operating^,A320,A320-200,6136,9V-JSW,Inactive,Passenger,Singapore,Asia: South East Asia,V2500,7.667,2014-10-20,,No
Air Guilin,CLAS 2018-1,Castlelake,Operating^,A320,A320-200,6142,B-1040,In Service,Passenger,China,Asia: North East Asia,V2500,7.583,2014-08-22,2023-08-21,No
AirAsia,Commonwealth Bank Of Australia,Commonwealth Bank Of Australia,Operating,A320,A320-200,6145,9M-AJN,In Service,Passenger,Malaysia,Asia: South East Asia,CFM56-5B,7.583,2017-06-15,,No
AirAsia,Nomura Babcock & Brown Company Ltd,BBAM Aircraft Leasing & Management,Operating,A320,A320-200,6158,9M-AJP,Inactive,Passenger,Malaysia,Asia: South East Asia,CFM56-5B,7.583,2017-06-15,,No
Volaris,AerCap,AerCap,Operating^,A320,A320-200,6161,N524VL,In Service,Passenger,Mexico,Latin America: Central America,V2500,7.5,2014-06-18,,No
Thai AirAsia,AirAsia,AirAsia,Operating^,A320,A320-200,6170,HS-BBM,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.583,2014-07-09,,No
easyJet Switzerland,easyJet,easyJet,Operating^,A320,A320-200,6177,HB-JXR,In Service,Passenger,Switzerland,Europe: Western Europe,CFM56-5B,7.583,2019-10-08,,No
AirAsia India,AirAsia,AirAsia,Operating^,A320,A320-200,6178,VT-VNS,In Service,Passenger,India,Asia: South Asia,CFM56-5B,7.5,2014-07-12,,No
Frontier Airlines,Accipiter Holdings Ltd,AMCK Aviation,Operating^,A320,A320-200,6184,N227FR,In Service,Passenger,United States of America,North America,CFM56-5B,7.583,2014-07-17,2026-07-16,Yes
Spirit Airlines,Bank Of Utah,Bank Of Utah,Operating^,A320,A320-200,6193,N628NK,In Service,Passenger,United States of America,North America,V2500,7.583,2014-07-23,,No
Wizz Air,JLPS Leasing Ltd,JLPS Leasing Ltd,Operating,A320,A320-200,6195,HA-LYF,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.5,2014-07-22,2026-07-21,No
Beijing Capital Airlines,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6198,B-1621,In Service,Passenger,China,Asia: North East Asia,V2500,7.583,2014-09-23,,No
Beijing Capital Airlines,Hong Kong Airlines,Hong Kong Airlines,Operating^,A320,A320-200,6206,B-1603,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.25,2014-10-24,,No
Citilink,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6207,PK-GQA,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.5,2014-07-28,,No
IndiGo,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6208,VT-IAP,In Service,Passenger,India,Asia: South Asia,V2500,7.5,2014-07-30,2022-07-30,No
Beijing Capital Airlines,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6212,B-1622,In Service,Passenger,China,Asia: North East Asia,V2500,7.5,2014-09-25,,No
Spring Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6216,B-1892,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.5,2014-08-07,,No
Spring Airlines,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6218,B-1893,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.5,2014-09-12,,No
Spring Airlines,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6220,B-1895,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.5,2014-09-15,,No
HiSky (Romania),Air Lease Corporation,Air Lease Corporation,Operating^,A320,A320-200,6223,YR-BEE,In Service,Passenger,Romania,Europe: Eastern/Central Europe,V2500,7.5,2021-04-22,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6224,PK-GQC,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.417,2014-08-12,2026-08-11,No
Beijing Capital Airlines,CLAS 2018-1,Castlelake,Operating^,A320,A320-200,6229,B-1623,In Service,Passenger,China,Asia: North East Asia,V2500,7.417,2014-12-04,2023-12-03,No
Spring Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6231,B-1896,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.417,2014-09-04,,No
Wizz Air,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6235,HA-LYH,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.417,2014-09-11,2026-09-11,No
West Air,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6237,B-1629,In Service,Passenger,China,Asia: North East Asia,V2500,7.417,2014-12-22,,No
Thai AirAsia,Avolon,Avolon,Operating^,A320,A320-200,6240,HS-BBO,Inactive,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.417,2014-09-16,,No
Thai VietJet Air,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6242,HS-VKN,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.417,2014-09-16,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating^,A320,A320-200,6243,PK-GQD,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.417,2014-08-21,2026-08-20,No
Chengdu Airlines,China Aircraft Leasing Group (CALC),China Aircraft Leasing Group (CALC),Operating^,A320,A320-200,6248,B-1630,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.333,2014-11-17,,No
Peach,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6257,JA04VA,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7.333,2019-07-17,,No
AirAsia,Castlelake,Castlelake,Operating^,A320,A320-200,6262,9M-AJT,Inactive,Passenger,Malaysia,Asia: South East Asia,CFM56-5B,7.417,2019-06-15,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6270,PK-GQE,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.333,2014-09-15,2026-09-15,No
Chengdu Airlines,China Aircraft Leasing Group (CALC),China Aircraft Leasing Group (CALC),Operating^,A320,A320-200,6281,B-1631,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.333,2014-10-28,2026-10-27,No
Peach,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6282,JA05VA,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7.333,2021-01-27,,No
IndiGo,TC Skyward Aviation Ireland Ltd,Tokyo Century Corporation,Operating,A320,A320-200,6287,VT-IAX,In Service,Passenger,India,Asia: South Asia,V2500,7.333,2014-10-07,2025-12-29,No
Volaris,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6288,XA-VLE,In Service,Passenger,Mexico,Latin America: Central America,V2500,7.333,2014-10-02,,No
Chengdu Airlines,China Aircraft Leasing Group (CALC),China Aircraft Leasing Group (CALC),Operating^,A320,A320-200,6292,B-1632,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.333,2014-11-17,2026-11-16,No
Jetstar Japan,PIONEER 2019-1,Goshawk Aviation,Operating^,A320,A320-200,6296,JA19JJ,In Service,Passenger,Japan,Asia: North East Asia,V2500,7.333,2016-03-15,2026-10-31,No
Air Guilin,CLAS 2018-1,Castlelake,Operating^,A320,A320-200,6302,B-1032,In Service,Passenger,China,Asia: North East Asia,V2500,7.333,2014-10-30,2023-10-29,No
Spirit Airlines,Wells Fargo Bank,SMBC Aviation Capital,Operating^,A320,A320-200,6304,N630NK,In Service,Passenger,United States of America,North America,V2500,7.25,2014-10-30,,No
Spring Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6318,B-1671,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7,2015-01-21,2023-05-21,No
Peach,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6320,JA06VA,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7.25,2019-10-29,,No
Volaris,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6321,XA-VLF,In Service,Passenger,Mexico,Latin America: Central America,V2500,7.25,2014-10-21,,No
Citilink,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6322,PK-GQF,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.25,2014-11-03,,No
Spring Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6329,B-1670,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7,2015-01-26,2023-05-26,No
Volaris,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6332,N525VL,In Service,Passenger,Mexico,Latin America: Central America,V2500,7.25,2014-11-04,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6333,PK-GQG,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.25,2014-11-07,2026-11-07,No
Peach,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6335,JA814P,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7.25,2014-11-12,,No
IndiGo,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6336,VT-IAY,In Service,Passenger,India,Asia: South Asia,V2500,7.25,2014-11-03,2022-11-03,No
VietJet Air,Orix Aviation,Orix Aviation,Operating^,A320,A320-200,6341,VN-A658,In Service,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,7.25,2014-11-25,,No
Spirit Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6345,N633NK,In Service,Passenger,United States of America,North America,V2500,7.25,2014-11-18,,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6352,HA-LYI,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.167,2014-11-26,,No
Chengdu Airlines,China Aircraft Leasing Group (CALC),China Aircraft Leasing Group (CALC),Operating^,A320,A320-200,6357,B-1633,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.167,2014-11-25,2026-11-24,No
Spring Airlines,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6358,B-1672,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,6.917,2015-02-11,2023-05-10,No
Wizz Air,PIONEER 2019-1,Goshawk Aviation,Financial^,A320,A320-200,6360,HA-LYJ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.167,2014-12-01,,No
Jetstar Airways,Vermillion Aviation Holdings Ireland Limited,AMCK Aviation,Operating^,A320,A320-200,6362,VH-VFY,In Service,Passenger,Australia,Southwest Pacific,V2500,7.167,2014-12-03,,No
Thai VietJet Air,Aviation Capital Group,Aviation Capital Group,Financial^,A320,A320-200,6378,HS-VKB,In Service,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.167,2014-12-15,,No
Jetstar Japan,Hong Kong Aviation Capital,Avolon,Operating^,A320,A320-200,6381,JA20JJ,In Service,Passenger,Japan,Asia: North East Asia,V2500,7.167,2014-12-15,,No
Spirit Airlines,Wells Fargo Bank,SMBC Aviation Capital,Operating^,A320,A320-200,6383,N635NK,In Service,Passenger,United States of America,North America,V2500,7.167,2014-12-19,,No
Wizz Air,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6394,HA-LYK,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,7.83,2014-12-19,2026-12-18,No
Vueling,Bank of America Leasing,Bank of America Leasing,Operating^,A320,A320-200,6400,EC-MEA,In Service,Passenger,Spain,Europe: Western Europe,V2500,7.83,2014-12-29,,No
Spring Airlines,AWAS,Dubai Aerospace Enterprise Capital,Operating^,A320,A320-200,6403,B-1627,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.83,2014-12-23,,No
Thai AirAsia,AirAsia,AirAsia,Operating^,A320,A320-200,6405,HS-BBP,Inactive,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.83,2015-01-09,,No
Citilink,Industrial and Commercial Bank of China (ICBC),Industrial and Commercial Bank of China (ICBC),Operating,A320,A320-200,6408,PK-GQH,In Service,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7.83,2014-12-18,2026-12-18,No
Spring Airlines,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6410,B-1628,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,7.83,2014-12-19,,No
Peach,Macquarie AirFinance,Macquarie AirFinance,Operating^,A320,A320-200,6422,JA07VA,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7.83,2020-03-04,,No
Beijing Capital Airlines,ALAFCO,ALAFCO,Operating^,A320,A320-200,6426,B-1642,In Service,Passenger,China,Asia: North East Asia,V2500,7.83,2015-01-21,,No
Thai AirAsia,AirAsia,AirAsia,Operating^,A320,A320-200,6428,HS-BBQ,Inactive,Passenger,Thailand,Asia: South East Asia,CFM56-5B,7.83,2015-01-20,,No
Citilink,Mitsui Bussan Aerospace Company,Mitsui Bussan Aerospace Company,Operating^,A320,A320-200,6434,PK-GQI,Inactive,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,7,2015-01-28,,No
Peach,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6447,JA08VA,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,7,2020-12-11,,No
Vueling,Orix Aviation,Orix Aviation,Operating^,A320,A320-200,6450,EC-MEL,In Service,Passenger,Spain,Europe: Western Europe,V2500,7,2015-02-02,,No
VietJet Air,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6457,VN-A650,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,7,2015-02-11,,No
Pegasus Airlines,Avolon,Avolon,Operating^,A320,A320-200,6465,TC-DCE,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-5B,6.917,2015-02-20,,No
Volaris,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6470,N526VL,In Service,Passenger,Mexico,Latin America: Central America,V2500,6.917,2015-02-11,2025-02-11,No
Beijing Capital Airlines,ALAFCO,ALAFCO,Operating^,A320,A320-200,6480,B-1643,In Service,Passenger,China,Asia: North East Asia,V2500,6.917,2015-02-16,,No
Vueling,Orix Aviation,Orix Aviation,Operating^,A320,A320-200,6483,EC-MEQ,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.917,2015-03-13,,No
Wizz Air,JSA Aircraft 6489 LLC,Jackson Square Aviation,Operating^,A320,A320-200,6489,HA-LYL,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.917,2015-03-06,,No
West Air,Minsheng Financial Leasing,Minsheng Financial Leasing,Operating^,A320,A320-200,6492,B-8643,In Service,Passenger,China,Asia: North East Asia,CFM56-5B,6.917,2016-06-10,,No
VietJet Air,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6498,VN-A655,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,6.917,2015-03-11,,No
Citilink,Mitsui Bussan Aerospace Company,Mitsui Bussan Aerospace Company,Operating^,A320,A320-200,6503,PK-GQJ,Inactive,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,6.917,2015-03-13,,No
Vueling,Commonwealth Bank Of Australia,Air Lease Corporation,Operating^,A320,A320-200,6510,EC-MER,Inactive,Passenger,Spain,Europe: Western Europe,V2500,6.833,2015-03-24,,No
Vueling,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6518,EC-MES,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.833,2015-03-26,,No
Tigerair Taiwan,Goshawk Aviation,Goshawk Aviation,Operating^,A320,A320-200,6522,B-50005,In Service,Passenger,Taiwan,Asia: North East Asia,V2500,6.833,2015-03-26,,No
Vueling,Raptor 2019-1,Seraph Aviation Management,Operating,A320,A320-200,6535,EC-MFK,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.833,2015-04-29,2023-04-30,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Financial^,A320,A320-200,6544,HA-LYM,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.833,2015-04-20,,No
easyJet Europe,Air Lease Corporation,Air Lease Corporation,Operating^,A320,A320-200,6550,OE-ICT,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,6.833,2018-01-24,,No
Vueling,BOC Aviation,BOC Aviation,Operating^,A320,A320-200,6557,EC-MFL,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.833,2015-04-23,,No
Wizz Air,SMBC Aviation Capital,SMBC Aviation Capital,Financial^,A320,A320-200,6559,HA-LYN,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.833,2015-04-22,,No
Vueling,Commonwealth Bank Of Australia,Air Lease Corporation,Operating^,A320,A320-200,6571,EC-MFM,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.75,2015-04-29,,No
Viva Aerobus,Avolon,Avolon,Operating^,A320,A320-200,6574,XA-VAA,In Service,Passenger,Mexico,Latin America: Central America,V2500,6.75,2015-05-07,,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6576,HA-LYO,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.75,2015-05-07,,No
Beijing Capital Airlines,CCB Financial Leasing,CCB Financial Leasing,Operating^,A320,A320-200,6580,B-1691,Inactive,Passenger,China,Asia: North East Asia,V2500,6.75,2015-05-12,2024-05-11,No
VietJet Air,Aviation Capital Group,Aviation Capital Group,Operating^,A320,A320-200,6584,VN-A656,Inactive,Passenger,Vietnam,Asia: South East Asia,CFM56-5B,6.75,2015-05-12,,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6589,HA-LYP,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.75,2015-05-13,,No
Vueling,Raptor 2019-1,Seraph Aviation Management,Operating,A320,A320-200,6594,EC-MFN,In Service,Passenger,Spain,Europe: Western Europe,V2500,6.75,2015-05-22,2023-05-31,No
Citilink,Garuda Indonesia,Garuda Indonesia,Operating^,A320,A320-200,6596,PK-GQK,Inactive,Passenger,Indonesia,Asia: South East Asia,CFM56-5B,6.75,2015-05-12,,No
Pegasus Airlines,Avolon,Avolon,Operating^,A320,A320-200,6597,TC-DCG,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-5B,6.75,2015-05-21,,No
Viva Aerobus,Hong Kong Aviation Capital,Avolon,Operating^,A320,A320-200,6602,XA-VAE,In Service,Passenger,Mexico,Latin America: Central America,V2500,6.75,2015-05-29,,No
Tigerair Taiwan,JSA Aircraft 6604 LLC,Jackson Square Aviation,Operating^,A320,A320-200,6604,B-50006,Inactive,Passenger,Taiwan,Asia: North East Asia,V2500,6.667,2015-05-27,,No
Onur Air,AerCap,AerCap,Operating^,A320,A320-200,661,TC-OBU,Inactive,Passenger,Turkey,Europe: Eastern/Central Europe,V2500,24.833,2012-06-14,,No
Volaris,SKY Leasing,Goshawk Aviation,Operating^,A320,A320-200,6610,XA-VLK,In Service,Passenger,Mexico,Latin America: Central America,V2500,6.667,2015-05-20,2025-05-20,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6614,HA-LYQ,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.667,2015-06-05,,No
Pegasus Airlines,WAVE 2019-1,Wings Capital Partners,Operating,A320,A320-200,6619,TC-DCH,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-5B,6.667,2015-06-05,2023-12-31,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6631,HA-LYR,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.667,2015-06-16,,No
Peach,SMBC Aviation Capital,SMBC Aviation Capital,Operating^,A320,A320-200,6640,JA815P,In Service,Passenger,Japan,Asia: North East Asia,CFM56-5B,6.583,2015-06-23,,No
easyJet Europe,Infinity Transportation MSN 6651 LLC,Infinity Transportation MSN 6651 LLC,Operating^,A320,A320-200,6651,OE-ICZ,In Service,Passenger,Austria,Europe: Western Europe,CFM56-5B,6.583,2019-04-03,,No
Wizz Air,Goshawk Aviation,Goshawk Aviation,Financial^,A320,A320-200,6662,HA-LYS,In Service,Passenger,Hungary,Europe: Eastern/Central Europe,V2500,6.583,2015-06-30,2022-06-29,No
Pegasus Airlines,Avolon,Avolon,Operating^,A320,A320-200,6666,TC-DCI,In Service,Passenger,Turkey,Europe: Eastern/Central Europe,CFM56-5B,6.583,2015-07-02,,No
